Date,Open,High,Low,Close,Adj Close,Volume
2015-07-27,75.180000,75.720001,74.769997,75.320000,67.045570,10269600
2015-07-28,75.919998,78.150002,75.790001,77.779999,69.235321,15699000
2015-07-29,77.300003,77.459999,76.510002,77.330002,68.834755,13794800
2015-07-30,76.980003,78.370003,76.680000,78.349998,69.742676,7386200
2015-07-31,78.599998,79.040001,78.150002,78.629997,69.991951,6203600
2015-08-03,78.419998,78.430000,76.750000,77.260002,68.772446,6443300
2015-08-04,77.330002,77.860001,76.320000,76.599998,68.184944,5822300
2015-08-05,77.500000,77.919998,76.720001,76.879997,68.434196,4581900
2015-08-06,76.980003,77.650002,76.180000,77.459999,68.950478,5609500
2015-08-07,77.519997,78.150002,76.940002,77.290001,68.799156,7851300
2015-08-10,78.040001,80.309998,77.900002,80.160004,71.353867,9041600
2015-08-11,78.730003,78.930000,77.230003,78.040001,69.466759,8617900
2015-08-12,77.309998,79.120003,76.919998,78.919998,70.250069,7236800
2015-08-13,78.550003,78.580002,77.699997,77.760002,69.217506,5662500
2015-08-14,77.660004,78.730003,77.599998,78.489998,69.867325,3801400
2015-08-17,78.129997,78.639999,77.209999,78.540001,69.911827,5226800
2015-08-18,78.510002,79.000000,78.180000,78.820000,70.161064,5146400
2015-08-19,78.250000,78.540001,77.050003,77.410004,68.905975,5862700
2015-08-20,77.279999,77.830002,76.410004,76.410004,68.015823,7767300
2015-08-21,75.940002,76.300003,74.959999,75.000000,66.760719,11805500
2015-08-24,71.820000,74.879997,70.230003,72.820000,64.820206,15209300
2015-08-25,75.220001,75.489998,72.029999,72.059998,64.143700,9427200
2015-08-26,73.820000,74.080002,72.529999,73.870003,65.754868,8288100
2015-08-27,75.040001,76.220001,74.230003,75.660004,67.348228,8537700
2015-08-28,75.190002,76.019997,74.629997,75.949997,67.606361,6649500
2015-08-31,75.320000,76.769997,74.900002,76.440002,68.042526,6925000
2015-09-01,74.500000,75.940002,74.459999,74.900002,66.671715,9053100
2015-09-02,75.900002,76.160004,74.949997,76.099998,67.739883,5325900
2015-09-03,75.949997,76.010002,73.779999,74.449997,66.271133,11077100
2015-09-04,73.000000,73.660004,72.349998,73.099998,65.069458,12007300
2015-09-08,74.580002,74.620003,73.559998,74.300003,66.137619,5647800
2015-09-09,75.000000,75.199997,72.779999,72.959999,64.944832,5837200
2015-09-10,72.889999,73.309998,72.029999,72.419998,64.464142,6109100
2015-09-11,72.230003,72.919998,71.879997,72.629997,64.651085,4413800
2015-09-14,72.349998,72.889999,72.010002,72.769997,64.775703,4231800
2015-09-15,73.019997,74.739998,72.650002,74.580002,66.386871,5095000
2015-09-16,74.849998,75.870003,74.580002,75.639999,67.330414,5225800
2015-09-17,75.400002,75.680000,73.910004,74.059998,65.923973,7745000
2015-09-18,73.330002,73.500000,71.610001,71.860001,63.965672,9164900
2015-09-21,72.300003,72.839996,71.910004,72.160004,64.232727,7594900
2015-09-22,71.120003,71.800003,70.639999,71.680000,63.805443,5717300
2015-09-23,71.669998,71.809998,70.160004,70.199997,62.488029,4754300
2015-09-24,66.199997,66.699997,64.650002,65.800003,58.571411,22589600
2015-09-25,65.000000,65.769997,64.739998,64.980003,57.841496,12365100
2015-09-28,64.239998,64.320000,62.990002,63.790001,56.782215,12572000
2015-09-29,63.650002,65.389999,63.599998,64.309998,57.245098,8784400
2015-09-30,64.949997,65.639999,64.150002,65.360001,58.179745,7829900
2015-10-01,65.629997,66.099998,63.610001,64.389999,57.316303,7933000
2015-10-02,63.790001,65.730003,63.099998,65.699997,58.482388,8782700
2015-10-05,66.690002,69.480003,66.519997,69.180000,61.580097,10661900
2015-10-06,69.540001,71.150002,69.080002,70.820000,63.039925,9664100
2015-10-07,71.360001,72.709999,69.150002,70.379997,62.648266,8307700
2015-10-08,70.320000,72.180000,69.849998,71.839996,63.947861,6091600
